lon,lat,dep,Vs
-113.10,41.80,5,3.44
-112.90,37.20,0,2.00
-112.90,37.20,1,2.68
-112.90,37.20,2,2.68
-112.90,37.20,3,2.68
-112.90,37.20,4,3.49
-112.90,37.20,5,3.49
-112.90,37.40,0,1.85
-112.90,37.40,1,2.59
-112.90,37.40,2,2.59
-112.90,37.40,3,2.59
-112.90,37.40,4,3.48
-112.90,37.40,5,3.48
-112.90,37.60,0,1.69
-112.90,37.60,1,2.58
-112.90,37.60,2,2.58
-112.90,37.60,3,2.58
-112.90,37.60,4,3.46
-112.90,37.60,5,3.46
-112.90,37.80,0,1.58
-112.90,37.80,1,2.60
-112.90,37.80,2,2.60
-112.90,37.80,3,2.60
-112.90,37.80,4,3.45
-112.90,37.80,5,3.45
-112.90,38.00,0,1.53
-112.90,38.00,1,2.61
-112.90,38.00,2,2.61
-112.90,38.00,3,2.61
-112.90,38.00,4,3.45
-112.90,38.00,5,3.45
-112.90,38.20,0,1.51
-112.90,38.20,1,2.74
-112.90,38.20,2,2.74
-112.90,38.20,3,2.74
-112.90,38.20,4,3.44
-112.90,38.20,5,3.44
-112.90,38.40,0,1.53
-112.90,38.40,1,2.89
-112.90,38.40,2,2.89
-112.90,38.40,3,2.89
-112.90,38.40,4,3.42
-112.90,38.40,5,3.42
-112.90,38.60,0,1.66
-112.90,38.60,1,3.01
-112.90,38.60,2,3.01
-112.90,38.60,3,3.01
-112.90,38.60,4,3.40
-112.90,38.60,5,3.40
-112.90,38.80,0,1.91
-112.90,38.80,1,2.96
-112.90,38.80,2,2.96
-112.90,38.80,3,2.96
-112.90,38.80,4,3.39
-112.90,38.80,5,3.39
-112.90,39.00,0,2.06
-112.90,39.00,1,2.93
-112.90,39.00,2,2.93
-112.90,39.00,3,2.93
-112.90,39.00,4,3.37
-112.90,39.00,5,3.37
-112.90,39.20,0,2.12
-112.90,39.20,1,2.94
-112.90,39.20,2,2.94
-112.90,39.20,3,2.94
-112.90,39.20,4,3.36
-112.90,39.20,5,3.36
-112.90,39.40,0,2.10
-112.90,39.40,1,2.91
-112.90,39.40,2,2.91
-112.90,39.40,3,2.91
-112.90,39.40,4,3.37
-112.90,39.40,5,3.37
-112.90,39.60,0,1.98
-112.90,39.60,1,2.85
-112.90,39.60,2,2.85
-112.90,39.60,3,2.85
-112.90,39.60,4,3.41
-112.90,39.60,5,3.41
-112.90,39.80,0,1.83
-112.90,39.80,1,2.82
-112.90,39.80,2,2.82
-112.90,39.80,3,2.82
-112.90,39.80,4,3.44
-112.90,39.80,5,3.44
-112.90,40.00,0,1.75
-112.90,40.00,1,2.74
-112.90,40.00,2,2.74
-112.90,40.00,3,2.74
-112.90,40.00,4,3.47
-112.90,40.00,5,3.47
-112.90,40.20,0,1.67
-112.90,40.20,1,2.71
-112.90,40.20,2,2.71
-112.90,40.20,3,2.71
-112.90,40.20,4,3.49
-112.90,40.20,5,3.49
-112.90,40.40,0,1.60
-112.90,40.40,1,2.70
-112.90,40.40,2,2.70
-112.90,40.40,3,2.70
-112.90,40.40,4,3.49
-112.90,40.40,5,3.49
-112.90,40.60,0,1.59
-112.90,40.60,1,2.70
-112.90,40.60,2,2.70
-112.90,40.60,3,2.70
-112.90,40.60,4,3.49
-112.90,40.60,5,3.49
-112.90,40.80,0,1.63
-112.90,40.80,1,2.77
-112.90,40.80,2,2.77
-112.90,40.80,3,2.77
-112.90,40.80,4,3.46
-112.90,40.80,5,3.46
-112.90,41.00,0,1.70
-112.90,41.00,1,2.82
-112.90,41.00,2,2.82
-112.90,41.00,3,2.82
-112.90,41.00,4,3.43
-112.90,41.00,5,3.43
-112.90,41.20,0,1.87
-112.90,41.20,1,2.86
-112.90,41.20,2,2.86
-112.90,41.20,3,2.86
-112.90,41.20,4,3.41
-112.90,41.20,5,3.41
-112.90,41.40,0,2.02
-112.90,41.40,1,2.88
-112.90,41.40,2,2.88
-112.90,41.40,3,2.88
-112.90,41.40,4,3.40
-112.90,41.40,5,3.40
-112.90,41.60,0,2.07
-112.90,41.60,1,2.92
-112.90,41.60,2,2.92
-112.90,41.60,3,2.92
-112.90,41.60,4,3.40
-112.90,41.60,5,3.40
-112.90,41.80,0,2.06
-112.90,41.80,1,3.01
-112.90,41.80,2,3.01
-112.90,41.80,3,3.01
-112.90,41.80,4,3.40
-112.90,41.80,5,3.40
-112.70,37.20,0,1.96
-112.70,37.20,1,2.66
-112.70,37.20,2,2.66
-112.70,37.20,3,2.66
-112.70,37.20,4,3.50
-112.70,37.20,5,3.50
-112.70,37.40,0,1.73
-112.70,37.40,1,2.62
-112.70,37.40,2,2.62
-112.70,37.40,3,2.62
-112.70,37.40,4,3.49
-112.70,37.40,5,3.49
-112.70,37.60,0,1.58
-112.70,37.60,1,2.60
-112.70,37.60,2,2.60
-112.70,37.60,3,2.60
-112.70,37.60,4,3.47
-112.70,37.60,5,3.47
-112.70,37.80,0,1.54
-112.70,37.80,1,2.55
-112.70,37.80,2,2.55
-112.70,37.80,3,2.55
-112.70,37.80,4,3.46
-112.70,37.80,5,3.46
-112.70,38.00,0,1.48
-112.70,38.00,1,2.58
-112.70,38.00,2,2.58
-112.70,38.00,3,2.58
-112.70,38.00,4,3.45
-112.70,38.00,5,3.45
-112.70,38.20,0,1.49
-112.70,38.20,1,2.71
-112.70,38.20,2,2.71
-112.70,38.20,3,2.71
-112.70,38.20,4,3.44
-112.70,38.20,5,3.44
-112.70,38.40,0,1.55
-112.70,38.40,1,2.85
-112.70,38.40,2,2.85
-112.70,38.40,3,2.85
-112.70,38.40,4,3.42
-112.70,38.40,5,3.42
-112.70,38.60,0,1.62
-112.70,38.60,1,3.01
-112.70,38.60,2,3.01
-112.70,38.60,3,3.01
-112.70,38.60,4,3.40
-112.70,38.60,5,3.40
-112.70,38.80,0,1.92
-112.70,38.80,1,2.96
-112.70,38.80,2,2.96
-112.70,38.80,3,2.96
-112.70,38.80,4,3.37
-112.70,38.80,5,3.37
-112.70,39.00,0,2.07
-112.70,39.00,1,2.92
-112.70,39.00,2,2.92
-112.70,39.00,3,2.92
-112.70,39.00,4,3.36
-112.70,39.00,5,3.36
-112.70,39.20,0,2.16
-112.70,39.20,1,2.90
-112.70,39.20,2,2.90
-112.70,39.20,3,2.90
-112.70,39.20,4,3.36
-112.70,39.20,5,3.36
-112.70,39.40,0,2.09
-112.70,39.40,1,2.84
-112.70,39.40,2,2.84
-112.70,39.40,3,2.84
-112.70,39.40,4,3.38
-112.70,39.40,5,3.38
-112.70,39.60,0,2.00
-112.70,39.60,1,2.79
-112.70,39.60,2,2.79
-112.70,39.60,3,2.79
-112.70,39.60,4,3.41
-112.70,39.60,5,3.41
-112.70,39.80,0,1.82
-112.70,39.80,1,2.77
-112.70,39.80,2,2.77
-112.70,39.80,3,2.77
-112.70,39.80,4,3.44
-112.70,39.80,5,3.44
-112.70,40.00,0,1.69
-112.70,40.00,1,2.70
-112.70,40.00,2,2.70
-112.70,40.00,3,2.70
-112.70,40.00,4,3.45
-112.70,40.00,5,3.45
-112.70,40.20,0,1.62
-112.70,40.20,1,2.67
-112.70,40.20,2,2.67
-112.70,40.20,3,2.67
-112.70,40.20,4,3.47
-112.70,40.20,5,3.47
-112.70,40.40,0,1.56
-112.70,40.40,1,2.67
-112.70,40.40,2,2.67
-112.70,40.40,3,2.67
-112.70,40.40,4,3.48
-112.70,40.40,5,3.48
-112.70,40.60,0,1.54
-112.70,40.60,1,2.66
-112.70,40.60,2,2.66
-112.70,40.60,3,2.66
-112.70,40.60,4,3.49
-112.70,40.60,5,3.49
-112.70,40.80,0,1.59
-112.70,40.80,1,2.70
-112.70,40.80,2,2.70
-112.70,40.80,3,2.70
-112.70,40.80,4,3.46
-112.70,40.80,5,3.46
-112.70,41.00,0,1.66
-112.70,41.00,1,2.77
-112.70,41.00,2,2.77
-112.70,41.00,3,2.77
-112.70,41.00,4,3.42
-112.70,41.00,5,3.42
-112.70,41.20,0,1.83
-112.70,41.20,1,2.79
-112.70,41.20,2,2.79
-112.70,41.20,3,2.79
-112.70,41.20,4,3.40
-112.70,41.20,5,3.40
-112.70,41.40,0,2.06
-112.70,41.40,1,2.79
-112.70,41.40,2,2.79
-112.70,41.40,3,2.79
-112.70,41.40,4,3.37
-112.70,41.40,5,3.37
-112.70,41.60,0,2.07
-112.70,41.60,1,2.87
-112.70,41.60,2,2.87
-112.70,41.60,3,2.87
-112.70,41.60,4,3.37
-112.70,41.60,5,3.37
-112.70,41.80,0,2.05
-112.70,41.80,1,2.94
-112.70,41.80,2,2.94
-112.70,41.80,3,2.94
-112.70,41.80,4,3.37
-112.70,41.80,5,3.37
-112.50,37.20,0,1.89
-112.50,37.20,1,2.64
-112.50,37.20,2,2.64
-112.50,37.20,3,2.64
-112.50,37.20,4,3.52
-112.50,37.20,5,3.52
-112.50,37.40,0,1.63
-112.50,37.40,1,2.65
-112.50,37.40,2,2.65
-112.50,37.40,3,2.65
-112.50,37.40,4,3.50
-112.50,37.40,5,3.50
-112.50,37.60,0,1.54
-112.50,37.60,1,2.58
-112.50,37.60,2,2.58
-112.50,37.60,3,2.58
-112.50,37.60,4,3.48
-112.50,37.60,5,3.48
-112.50,37.80,0,1.51
-112.50,37.80,1,2.52
-112.50,37.80,2,2.52
-112.50,37.80,3,2.52
-112.50,37.80,4,3.47
-112.50,37.80,5,3.47
-112.50,38.00,0,1.48
-112.50,38.00,1,2.58
-112.50,38.00,2,2.58
-112.50,38.00,3,2.58
-112.50,38.00,4,3.46
-112.50,38.00,5,3.46
-112.50,38.20,0,1.50
-112.50,38.20,1,2.70
-112.50,38.20,2,2.70
-112.50,38.20,3,2.70
-112.50,38.20,4,3.45
-112.50,38.20,5,3.45
-112.50,38.40,0,1.57
-112.50,38.40,1,2.84
-112.50,38.40,2,2.84
-112.50,38.40,3,2.84
-112.50,38.40,4,3.43
-112.50,38.40,5,3.43
-112.50,38.60,0,1.67
-112.50,38.60,1,2.97
-112.50,38.60,2,2.97
-112.50,38.60,3,2.97
-112.50,38.60,4,3.40
-112.50,38.60,5,3.40
-112.50,38.80,0,1.93
-112.50,38.80,1,2.97
-112.50,38.80,2,2.97
-112.50,38.80,3,2.97
-112.50,38.80,4,3.37
-112.50,38.80,5,3.37
-112.50,39.00,0,2.07
-112.50,39.00,1,2.92
-112.50,39.00,2,2.92
-112.50,39.00,3,2.92
-112.50,39.00,4,3.36
-112.50,39.00,5,3.36
-112.50,39.20,0,2.15
-112.50,39.20,1,2.90
-112.50,39.20,2,2.90
-112.50,39.20,3,2.90
-112.50,39.20,4,3.35
-112.50,39.20,5,3.35
-112.50,39.40,0,2.06
-112.50,39.40,1,2.82
-112.50,39.40,2,2.82
-112.50,39.40,3,2.82
-112.50,39.40,4,3.38
-112.50,39.40,5,3.38
-112.50,39.60,0,1.95
-112.50,39.60,1,2.77
-112.50,39.60,2,2.77
-112.50,39.60,3,2.77
-112.50,39.60,4,3.40
-112.50,39.60,5,3.40
-112.50,39.80,0,1.80
-112.50,39.80,1,2.75
-112.50,39.80,2,2.75
-112.50,39.80,3,2.75
-112.50,39.80,4,3.42
-112.50,39.80,5,3.42
-112.50,40.00,0,1.63
-112.50,40.00,1,2.73
-112.50,40.00,2,2.73
-112.50,40.00,3,2.73
-112.50,40.00,4,3.43
-112.50,40.00,5,3.43
-112.50,40.20,0,1.54
-112.50,40.20,1,2.71
-112.50,40.20,2,2.71
-112.50,40.20,3,2.71
-112.50,40.20,4,3.45
-112.50,40.20,5,3.45
-112.50,40.40,0,1.45
-112.50,40.40,1,2.74
-112.50,40.40,2,2.74
-112.50,40.40,3,2.74
-112.50,40.40,4,3.45
-112.50,40.40,5,3.45
-112.50,40.60,0,1.48
-112.50,40.60,1,2.67
-112.50,40.60,2,2.67
-112.50,40.60,3,2.67
-112.50,40.60,4,3.47
-112.50,40.60,5,3.47
-112.50,40.80,0,1.57
-112.50,40.80,1,2.64
-112.50,40.80,2,2.64
-112.50,40.80,3,2.64
-112.50,40.80,4,3.45
-112.50,40.80,5,3.45
-112.50,41.00,0,1.63
-112.50,41.00,1,2.71
-112.50,41.00,2,2.71
-112.50,41.00,3,2.71
-112.50,41.00,4,3.41
-112.50,41.00,5,3.41
-112.50,41.20,0,1.87
-112.50,41.20,1,2.73
-112.50,41.20,2,2.73
-112.50,41.20,3,2.73
-112.50,41.20,4,3.37
-112.50,41.20,5,3.37
-112.50,41.40,0,2.04
-112.50,41.40,1,2.77
-112.50,41.40,2,2.77
-112.50,41.40,3,2.77
-112.50,41.40,4,3.33
-112.50,41.40,5,3.33
-112.50,41.60,0,2.10
-112.50,41.60,1,2.81
-112.50,41.60,2,2.81
-112.50,41.60,3,2.81
-112.50,41.60,4,3.34
-112.50,41.60,5,3.34
-112.50,41.80,0,2.04
-112.50,41.80,1,2.92
-112.50,41.80,2,2.92
-112.50,41.80,3,2.92
-112.50,41.80,4,3.34
-112.50,41.80,5,3.34
-112.30,37.20,0,1.77
-112.30,37.20,1,2.68
-112.30,37.20,2,2.68
-112.30,37.20,3,2.68
-112.30,37.20,4,3.52
-112.30,37.20,5,3.52
-112.30,37.40,0,1.61
-112.30,37.40,1,2.65
-112.30,37.40,2,2.65
-112.30,37.40,3,2.65
-112.30,37.40,4,3.51
-112.30,37.40,5,3.51
-112.30,37.60,0,1.52
-112.30,37.60,1,2.59
-112.30,37.60,2,2.59
-112.30,37.60,3,2.59
-112.30,37.60,4,3.49
-112.30,37.60,5,3.49
-112.30,37.80,0,1.50
-112.30,37.80,1,2.55
-112.30,37.80,2,2.55
-112.30,37.80,3,2.55
-112.30,37.80,4,3.47
-112.30,37.80,5,3.47
-112.30,38.00,0,1.52
-112.30,38.00,1,2.61
-112.30,38.00,2,2.61
-112.30,38.00,3,2.61
-112.30,38.00,4,3.46
-112.30,38.00,5,3.46
-112.30,38.20,0,1.54
-112.30,38.20,1,2.72
-112.30,38.20,2,2.72
-112.30,38.20,3,2.72
-112.30,38.20,4,3.45
-112.30,38.20,5,3.45
-112.30,38.40,0,1.61
-112.30,38.40,1,2.83
-112.30,38.40,2,2.83
-112.30,38.40,3,2.83
-112.30,38.40,4,3.44
-112.30,38.40,5,3.44
-112.30,38.60,0,1.77
-112.30,38.60,1,2.91
-112.30,38.60,2,2.91
-112.30,38.60,3,2.91
-112.30,38.60,4,3.41
-112.30,38.60,5,3.41
-112.30,38.80,0,1.96
-112.30,38.80,1,2.95
-112.30,38.80,2,2.95
-112.30,38.80,3,2.95
-112.30,38.80,4,3.38
-112.30,38.80,5,3.38
-112.30,39.00,0,2.08
-112.30,39.00,1,2.90
-112.30,39.00,2,2.90
-112.30,39.00,3,2.90
-112.30,39.00,4,3.37
-112.30,39.00,5,3.37
-112.30,39.20,0,2.11
-112.30,39.20,1,2.87
-112.30,39.20,2,2.87
-112.30,39.20,3,2.87
-112.30,39.20,4,3.36
-112.30,39.20,5,3.36
-112.30,39.40,0,2.03
-112.30,39.40,1,2.81
-112.30,39.40,2,2.81
-112.30,39.40,3,2.81
-112.30,39.40,4,3.37
-112.30,39.40,5,3.37
-112.30,39.60,0,1.92
-112.30,39.60,1,2.78
-112.30,39.60,2,2.78
-112.30,39.60,3,2.78
-112.30,39.60,4,3.39
-112.30,39.60,5,3.39
-112.30,39.80,0,1.77
-112.30,39.80,1,2.78
-112.30,39.80,2,2.78
-112.30,39.80,3,2.78
-112.30,39.80,4,3.40
-112.30,39.80,5,3.40
-112.30,40.00,0,1.57
-112.30,40.00,1,2.80
-112.30,40.00,2,2.80
-112.30,40.00,3,2.80
-112.30,40.00,4,3.40
-112.30,40.00,5,3.40
-112.30,40.20,0,1.44
-112.30,40.20,1,2.82
-112.30,40.20,2,2.82
-112.30,40.20,3,2.82
-112.30,40.20,4,3.41
-112.30,40.20,5,3.41
-112.30,40.40,0,1.33
-112.30,40.40,1,2.83
-112.30,40.40,2,2.83
-112.30,40.40,3,2.83
-112.30,40.40,4,3.42
-112.30,40.40,5,3.42
-112.30,40.60,0,1.43
-112.30,40.60,1,2.72
-112.30,40.60,2,2.72
-112.30,40.60,3,2.72
-112.30,40.60,4,3.44
-112.30,40.60,5,3.44
-112.30,40.80,0,1.56
-112.30,40.80,1,2.64
-112.30,40.80,2,2.64
-112.30,40.80,3,2.64
-112.30,40.80,4,3.44
-112.30,40.80,5,3.44
-112.30,41.00,0,1.64
-112.30,41.00,1,2.66
-112.30,41.00,2,2.66
-112.30,41.00,3,2.66
-112.30,41.00,4,3.41
-112.30,41.00,5,3.41
-112.30,41.20,0,1.87
-112.30,41.20,1,2.68
-112.30,41.20,2,2.68
-112.30,41.20,3,2.68
-112.30,41.20,4,3.35
-112.30,41.20,5,3.35
-112.30,41.40,0,2.00
-112.30,41.40,1,2.75
-112.30,41.40,2,2.75
-112.30,41.40,3,2.75
-112.30,41.40,4,3.33
-112.30,41.40,5,3.33
-112.30,41.60,0,2.12
-112.30,41.60,1,2.79
-112.30,41.60,2,2.79
-112.30,41.60,3,2.79
-112.30,41.60,4,3.32
-112.30,41.60,5,3.32
-112.30,41.80,0,2.07
-112.30,41.80,1,2.88
-112.30,41.80,2,2.88
-112.30,41.80,3,2.88
-112.30,41.80,4,3.32
-112.30,41.80,5,3.32
-112.10,37.20,0,1.67
-112.10,37.20,1,2.74
-112.10,37.20,2,2.74
-112.10,37.20,3,2.74
-112.10,37.20,4,3.53
-112.10,37.20,5,3.53
-112.10,37.40,0,1.59
-112.10,37.40,1,2.65
-112.10,37.40,2,2.65
-112.10,37.40,3,2.65
-112.10,37.40,4,3.52
-112.10,37.40,5,3.52
-112.10,37.60,0,1.55
-112.10,37.60,1,2.61
-112.10,37.60,2,2.61
-112.10,37.60,3,2.61
-112.10,37.60,4,3.50
-112.10,37.60,5,3.50
-112.10,37.80,0,1.54
-112.10,37.80,1,2.60
-112.10,37.80,2,2.60
-112.10,37.80,3,2.60
-112.10,37.80,4,3.48
-112.10,37.80,5,3.48
-112.10,38.00,0,1.56
-112.10,38.00,1,2.62
-112.10,38.00,2,2.62
-112.10,38.00,3,2.62
-112.10,38.00,4,3.47
-112.10,38.00,5,3.47
-112.10,38.20,0,1.62
-112.10,38.20,1,2.73
-112.10,38.20,2,2.73
-112.10,38.20,3,2.73
-112.10,38.20,4,3.45
-112.10,38.20,5,3.45
-112.10,38.40,0,1.73
-112.10,38.40,1,2.80
-112.10,38.40,2,2.80
-112.10,38.40,3,2.80
-112.10,38.40,4,3.44
-112.10,38.40,5,3.44
-112.10,38.60,0,1.86
-112.10,38.60,1,2.87
-112.10,38.60,2,2.87
-112.10,38.60,3,2.87
-112.10,38.60,4,3.43
-112.10,38.60,5,3.43
-112.10,38.80,0,2.01
-112.10,38.80,1,2.90
-112.10,38.80,2,2.90
-112.10,38.80,3,2.90
-112.10,38.80,4,3.39
-112.10,38.80,5,3.39
-112.10,39.00,0,2.08
-112.10,39.00,1,2.87
-112.10,39.00,2,2.87
-112.10,39.00,3,2.87
-112.10,39.00,4,3.38
-112.10,39.00,5,3.38
-112.10,39.20,0,2.08
-112.10,39.20,1,2.84
-112.10,39.20,2,2.84
-112.10,39.20,3,2.84
-112.10,39.20,4,3.37
-112.10,39.20,5,3.37
-112.10,39.40,0,2.01
-112.10,39.40,1,2.80
-112.10,39.40,2,2.80
-112.10,39.40,3,2.80
-112.10,39.40,4,3.37
-112.10,39.40,5,3.37
-112.10,39.60,0,1.91
-112.10,39.60,1,2.79
-112.10,39.60,2,2.79
-112.10,39.60,3,2.79
-112.10,39.60,4,3.37
-112.10,39.60,5,3.37
-112.10,39.80,0,1.76
-112.10,39.80,1,2.81
-112.10,39.80,2,2.81
-112.10,39.80,3,2.81
-112.10,39.80,4,3.37
-112.10,39.80,5,3.37
-112.10,40.00,0,1.55
-112.10,40.00,1,2.87
-112.10,40.00,2,2.87
-112.10,40.00,3,2.87
-112.10,40.00,4,3.37
-112.10,40.00,5,3.37
-112.10,40.20,0,1.37
-112.10,40.20,1,2.91
-112.10,40.20,2,2.91
-112.10,40.20,3,2.91
-112.10,40.20,4,3.37
-112.10,40.20,5,3.37
-112.10,40.40,0,1.32
-112.10,40.40,1,2.87
-112.10,40.40,2,2.87
-112.10,40.40,3,2.87
-112.10,40.40,4,3.39
-112.10,40.40,5,3.39
-112.10,40.60,0,1.40
-112.10,40.60,1,2.76
-112.10,40.60,2,2.76
-112.10,40.60,3,2.76
-112.10,40.60,4,3.42
-112.10,40.60,5,3.42
-112.10,40.80,0,1.56
-112.10,40.80,1,2.65
-112.10,40.80,2,2.65
-112.10,40.80,3,2.65
-112.10,40.80,4,3.42
-112.10,40.80,5,3.42
-112.10,41.00,0,1.67
-112.10,41.00,1,2.63
-112.10,41.00,2,2.63
-112.10,41.00,3,2.63
-112.10,41.00,4,3.40
-112.10,41.00,5,3.40
-112.10,41.20,0,1.85
-112.10,41.20,1,2.66
-112.10,41.20,2,2.66
-112.10,41.20,3,2.66
-112.10,41.20,4,3.34
-112.10,41.20,5,3.34
-112.10,41.40,0,1.94
-112.10,41.40,1,2.74
-112.10,41.40,2,2.74
-112.10,41.40,3,2.74
-112.10,41.40,4,3.33
-112.10,41.40,5,3.33
-112.10,41.60,0,2.03
-112.10,41.60,1,2.82
-112.10,41.60,2,2.82
-112.10,41.60,3,2.82
-112.10,41.60,4,3.31
-112.10,41.60,5,3.31
-112.10,41.80,0,2.09
-112.10,41.80,1,2.89
-112.10,41.80,2,2.89
-112.10,41.80,3,2.89
-112.10,41.80,4,3.30
